,From,To
8694,FCz_t62,FC6_t63
8695,C6_t141,CP5_t142
8696,T8_t127,T8_t128
8697,F5_t299,C6_t300
8698,C2_t306,C2_t307
8699,FC2_t275,FC1_t276
8700,P1_t51,CCP1_t52
8701,C1_t127,FC1_t128
8702,CCP3_t176,CP3_t177
8703,CCP3_t236,CCP3_t237
8704,P2_t284,C3_t285
8705,P5_t124,P5_t125
8706,P6_t223,FC5_t224
8707,CP4_t97,Pz_t98
8708,CCP1_t271,T8_t272
8709,FC1_t8,FC1_t9
8710,FCz_t359,FCz_t360
8711,PO2_t91,CCP6_t92
8712,CP1_t73,CP1_t74
8713,FC4_t365,FC3_t366
8714,F3_t301,F3_t302
8715,Pz_t393,Pz_t394
8716,FC3_t188,CCP4_t189
8717,C4_t62,C4_t63
8718,F6_t114,CP3_t115
8719,CP4_t177,Pz_t178
8720,C1_t194,C1_t195
8721,O2_t33,CCP4_t34
8722,Fz_t308,Fz_t309
8723,Fz_t181,Fz_t182
8724,P6_t230,F4_t231
8725,O2_t173,O2_t174
8726,CFC2_t364,C6_t365
8727,CP6_t371,CP6_t372
8728,FC2_t37,FC2_t38
8729,P5_t103,CP4_t104
8730,F6_t203,P2_t204
8731,FC4_t285,FC4_t286
8732,CCP6_t313,CCP3_t314
8733,CP4_t7,F3_t8
8734,CCP4_t319,CCP4_t320
8735,CP1_t15,CCP8_t16
8736,P2_t264,T8_t265
8737,CPz_t313,CPz_t314
8738,T8_t296,F6_t297
8739,PO1_t46,P6_t47
8740,CP1_t179,CP1_t180
8741,CCP8_t89,CCP8_t90
8742,FC5_t256,Cz_t257
8743,CP2_t331,CCP8_t332
8744,P2_t44,P2_t45
8745,P3_t144,CFC1_t145
8746,CP2_t118,Fz_t119
8747,Cz_t184,CP2_t185
8748,Fz_t113,Fz_t114
8749,F4_t188,F4_t189
8750,P6_t68,P6_t69
8751,CP2_t289,T8_t290
8752,Pz_t298,Pz_t299
8753,P3_t247,P3_t248
8754,F2_t9,AF3_t10
8755,C6_t107,C6_t108
8756,C5_t23,CFC5_t24
8757,CFC5_t125,CFC5_t126
8758,CFC1_t232,CFC1_t233
8759,CCP3_t97,CCP3_t98
8760,CFC5_t316,CFC5_t317
8761,CP6_t231,AF3_t232
8762,C3_t251,PO1_t252
8763,FC1_t265,FC1_t266
8764,Cz_t56,C5_t57
8765,C6_t360,C6_t361
8766,F1_t378,F1_t379
8767,T7_t172,F5_t173
8768,FC2_t33,C5_t34
8769,CFC8_t43,FC1_t44
8770,CP3_t297,CP1_t298
8771,FC1_t37,CFC8_t38
8772,F6_t295,FC3_t296
8773,AF4_t387,AF4_t388
8774,C2_t130,C2_t131
8775,PO2_t90,P3_t91
8776,Pz_t139,P4_t140
8777,F2_t77,F2_t78
8778,C1_t307,C1_t308
8779,CP3_t29,CP3_t30
8780,AF3_t150,FC1_t151
8781,CFC8_t205,P6_t206
8782,Cz_t224,C4_t225
8783,P1_t249,P1_t250
8784,CCP3_t109,CFC2_t110
8785,AF3_t398,CP1_t399
8786,FC4_t279,Fz_t280
8787,FC1_t328,FC1_t329
8788,CCP5_t68,F2_t69
8789,CFC2_t193,CCP8_t194
8790,CCP4_t342,F1_t343
8791,Cz_t30,CFC3_t31
8792,Fz_t132,Fz_t133
8793,P5_t281,P5_t282
8794,AF4_t286,FC1_t287
8795,CCP3_t132,CP5_t133
8796,FC2_t186,AF4_t187
8797,FC1_t17,FC1_t18
8798,C3_t373,C3_t374
8799,PO1_t149,PO1_t150
8800,O1_t24,CFC7_t25
8801,P4_t278,P4_t279
8802,FC5_t147,C2_t148
8803,P2_t207,FC6_t208
8804,FC5_t291,FC1_t292
8805,O2_t336,FC1_t337
8806,CP4_t61,FC6_t62
8807,C6_t242,C6_t243
8808,T7_t364,C5_t365
8809,P5_t96,P5_t97
8810,FC5_t12,FC5_t13
8811,CP2_t216,CCP1_t217
8812,CP2_t249,CP2_t250
8813,CPz_t25,CPz_t26
8814,CCP5_t285,CCP5_t286
8815,CP1_t151,CP1_t152
8816,CFC7_t85,CFC7_t86
8817,FC1_t375,FC1_t376
8818,T8_t140,F5_t141
8819,F3_t368,F3_t369
8820,AF3_t262,AF3_t263
8821,CCP8_t100,C3_t101
8822,CPz_t54,CPz_t55
8823,CFC7_t120,T8_t121
8824,FC4_t69,FC4_t70
8825,P1_t284,P1_t285
8826,C6_t72,P2_t73
8827,CFC1_t309,CFC1_t310
8828,CCP2_t107,P6_t108
8829,F1_t162,F1_t163
8830,CFC3_t280,CFC3_t281
8831,O2_t191,FC3_t192
8832,CP3_t34,CP3_t35
8833,F5_t265,CP3_t266
8834,O2_t389,O2_t390
8835,CFC8_t312,CCP2_t313
8836,T8_t383,FC1_t384
8837,C6_t210,C6_t211
8838,CP3_t362,T7_t363
8839,CCP5_t239,CCP5_t240
8840,T7_t328,T7_t329
8841,CFC6_t99,CFC6_t100
8842,C5_t19,P1_t20
8843,FC5_t335,FC5_t336
8844,P3_t398,P3_t399
8845,CFC7_t92,P1_t93
8846,O1_t221,O1_t222
8847,CCP4_t81,CCP4_t82
8848,CP3_t364,FC4_t365
8849,Fz_t12,CFC4_t13
8850,FC2_t68,FC2_t69
8851,CFC8_t312,FC1_t313
8852,CP5_t19,CP5_t20
8853,P5_t337,CCP7_t338
8854,P6_t13,O2_t14
8855,FC4_t298,P4_t299
8856,CCP6_t354,CCP6_t355
8857,Fz_t103,CCP2_t104
8858,PO1_t162,C5_t163
8859,CP5_t138,F3_t139
8860,P5_t59,C5_t60
8861,CFC5_t249,CFC5_t250
8862,CCP3_t232,CCP3_t233
8863,F5_t113,C2_t114
8864,CCP5_t395,CCP5_t396
8865,CFC6_t265,CFC6_t266
8866,FCz_t16,FCz_t17
8867,CCP6_t338,CFC6_t339
8868,PO2_t334,O1_t335
8869,P1_t395,CP3_t396
8870,CFC1_t359,CFC5_t360
8871,F3_t287,F3_t288
8872,CFC7_t4,CFC7_t5
8873,O2_t245,O2_t246
8874,FC6_t263,FC6_t264
8875,CCP6_t217,CCP6_t218
8876,CP1_t87,CP1_t88
8877,CP3_t224,F2_t225
8878,PO1_t394,P3_t395
8879,PO2_t31,PO2_t32
8880,FC2_t364,FC2_t365
8881,P4_t238,Fz_t239
8882,F6_t43,F6_t44
8883,CCP7_t21,CCP7_t22
8884,CCP3_t138,C1_t139
8885,F5_t147,C1_t148
8886,Cz_t21,Cz_t22
8887,AF3_t174,CPz_t175
8888,CP5_t121,CP5_t122
8889,Fz_t161,FCz_t162
8890,CFC7_t341,C4_t342
8891,Fz_t352,O1_t353
8892,C6_t352,C6_t353
8893,PO1_t394,CP1_t395
8894,CCP8_t203,CCP8_t204
8895,T8_t119,P1_t120
8896,T7_t35,T7_t36
8897,P6_t206,CP1_t207
8898,PO2_t242,PO2_t243
8899,CFC7_t166,CCP8_t167
8900,CP4_t327,CP4_t328
8901,CFC6_t298,CFC6_t299
8902,CFC7_t124,CP6_t125
8903,Fz_t396,CCP8_t397
8904,P5_t321,P1_t322
8905,PO1_t189,PO1_t190
8906,PO2_t389,CP5_t390
8907,Pz_t186,Pz_t187
8908,PO2_t314,PO2_t315
8909,AF3_t387,FC1_t388
8910,P6_t357,P5_t358
8911,CFC1_t396,P2_t397
8912,O1_t225,O1_t226
8913,CCP2_t232,CCP2_t233
8914,CCP7_t28,CCP4_t29
8915,CFC7_t36,CCP6_t37
8916,CCP2_t118,CP5_t119
8917,F4_t129,F4_t130
8918,CFC1_t113,CFC1_t114
8919,P4_t29,F3_t30
8920,CCP1_t74,CCP1_t75
8921,C1_t378,C1_t379
8922,CCP2_t392,CCP2_t393
8923,O2_t33,CCP2_t34
8924,F5_t325,FC2_t326
8925,PO2_t30,CFC5_t31
8926,P1_t248,P1_t249
8927,C4_t282,P4_t283
8928,AF3_t32,F3_t33
8929,C4_t117,Pz_t118
8930,P4_t12,P4_t13
8931,FC6_t48,CCP8_t49
8932,CFC3_t349,CCP7_t350
8933,F2_t236,CCP8_t237
8934,CFC7_t245,C5_t246
8935,P1_t256,P1_t257
8936,F6_t284,C4_t285
8937,CCP7_t339,FC1_t340
8938,CFC5_t35,CFC5_t36
8939,T8_t151,O2_t152
8940,CCP3_t318,CCP3_t319
8941,P2_t232,P2_t233
8942,P5_t283,P5_t284
8943,Cz_t86,T7_t87
8944,O1_t313,O1_t314
8945,P4_t283,P4_t284
8946,CCP6_t314,CP2_t315
8947,F6_t123,F6_t124
8948,C1_t330,P1_t331
8949,CP2_t270,O2_t271
8950,F5_t216,CP1_t217
8951,CFC6_t15,F3_t16
8952,Pz_t332,Pz_t333
8953,T7_t112,CFC5_t113
8954,FC5_t257,CFC5_t258
8955,FC2_t344,Pz_t345
8956,T8_t163,FC5_t164
8957,PO2_t374,PO2_t375
8958,CP5_t199,CP5_t200
8959,CFC4_t102,CFC4_t103
8960,FC6_t89,FC6_t90
8961,CFC2_t379,CFC2_t380
8962,CCP4_t160,CP6_t161
8963,CFC3_t66,P3_t67
8964,Pz_t352,Pz_t353
8965,P4_t121,CCP3_t122
8966,P2_t194,P2_t195
8967,CFC2_t274,CFC2_t275
8968,Cz_t189,Cz_t190
8969,Fz_t126,O2_t127
8970,CFC5_t203,CFC5_t204
8971,CCP4_t242,O1_t243
8972,C6_t53,F3_t54
8973,CP3_t130,CP3_t131
8974,O2_t380,O2_t381
8975,C3_t103,C3_t104
8976,P1_t113,CCP5_t114
8977,CP6_t123,CP6_t124
8978,CP3_t197,P3_t198
8979,CP3_t64,PO1_t65
8980,P2_t236,P5_t237
8981,C5_t298,FC5_t299
8982,C2_t9,P6_t10
8983,Pz_t3,CP3_t4
8984,C2_t10,CFC7_t11
8985,CFC3_t316,FC1_t317
8986,CP4_t318,CFC2_t319
8987,CP3_t13,CP3_t14
8988,C5_t344,CP6_t345
8989,CCP4_t28,CCP4_t29
8990,FC6_t107,P4_t108
8991,C1_t203,C1_t204
8992,FC6_t120,FC6_t121
8993,FC3_t375,F5_t376
8994,Fz_t157,F1_t158
8995,CP3_t91,PO2_t92
8996,F6_t360,F6_t361
8997,F6_t166,O2_t167
8998,CFC8_t200,CFC8_t201
8999,CFC8_t248,CFC8_t249
9000,C6_t53,CP5_t54
9001,T8_t56,CFC3_t57
9002,C6_t173,C6_t174
9003,PO2_t346,PO2_t347
9004,O2_t397,F4_t398
9005,CFC5_t121,CFC5_t122
9006,FC5_t344,F5_t345
9007,T7_t384,T7_t385
9008,Cz_t236,FC3_t237
9009,O1_t60,O1_t61
9010,CFC7_t346,FC4_t347
9011,O2_t34,Cz_t35
9012,FC3_t85,FC3_t86
9013,C3_t232,FC5_t233
9014,CFC5_t346,P3_t347
9015,AF3_t347,FC6_t348
9016,PO1_t0,PO1_t1
9017,CFC6_t175,CFC6_t176
9018,C3_t290,CCP4_t291
9019,F5_t328,FC6_t329
9020,CCP8_t206,F3_t207
9021,T8_t23,CFC2_t24
9022,CFC7_t76,CFC7_t77
9023,CCP8_t128,T8_t129
9024,C1_t155,C1_t156
9025,CCP4_t241,CCP7_t242
9026,CFC8_t229,CFC8_t230
9027,T8_t276,PO1_t277
9028,CCP8_t100,CCP8_t101
9029,C1_t34,C1_t35
9030,O2_t48,CCP1_t49
9031,P1_t283,P5_t284
9032,F4_t191,CP1_t192
9033,F5_t216,P5_t217
9034,CP3_t228,P6_t229
9035,PO1_t194,P6_t195
9036,FC6_t274,FC6_t275
9037,F5_t325,CP3_t326
9038,PO1_t71,P2_t72
9039,CP6_t37,P4_t38
9040,FC4_t88,FC4_t89
9041,T7_t254,CFC5_t255
9042,F5_t190,AF3_t191
9043,CFC1_t289,CFC1_t290
9044,FC4_t115,CP2_t116
9045,FC5_t3,F6_t4
9046,CP3_t195,C6_t196
9047,Fz_t210,Fz_t211
9048,F2_t291,AF3_t292
9049,AF3_t272,CPz_t273
9050,CCP6_t16,CCP6_t17
9051,CP3_t163,P3_t164
9052,F3_t88,Cz_t89
9053,CFC3_t4,CFC3_t5
9054,O2_t184,O2_t185
9055,FC3_t236,FC3_t237
9056,Pz_t243,CFC3_t244
9057,P1_t393,CP3_t394
9058,P2_t61,CCP2_t62
9059,O1_t285,O1_t286
9060,Cz_t338,Cz_t339
9061,CFC5_t62,CFC5_t63
9062,C3_t184,C3_t185
9063,C4_t40,CCP4_t41
9064,FCz_t268,CP6_t269
9065,C3_t367,CCP7_t368
9066,T8_t24,AF3_t25
9067,T7_t22,CP1_t23
9068,C4_t108,CCP6_t109
9069,F1_t108,F1_t109
9070,CCP6_t367,CCP6_t368
9071,CFC5_t388,CFC5_t389
9072,P4_t174,P4_t175
9073,F4_t375,F4_t376
9074,Cz_t351,Cz_t352
9075,CFC4_t391,CCP7_t392
9076,CP4_t7,F1_t8
9077,CCP7_t158,CP2_t159
9078,CFC3_t314,CFC3_t315
9079,CFC8_t58,CFC8_t59
9080,Pz_t151,Pz_t152
9081,CP5_t238,FC5_t239
9082,CP4_t283,CP5_t284
9083,P1_t137,F5_t138
9084,CFC7_t52,C6_t53
9085,CCP1_t171,C4_t172
9086,CCP4_t318,T7_t319
9087,F1_t248,Pz_t249
9088,P3_t122,FC6_t123
9089,T7_t177,CCP8_t178
9090,P5_t369,P5_t370
9091,CFC7_t51,FC1_t52
9092,CCP1_t329,CPz_t330
9093,CCP5_t299,CCP5_t300
9094,CFC6_t198,CP2_t199
9095,C6_t275,C6_t276
9096,C1_t299,CCP3_t300
9097,T7_t368,CCP1_t369
9098,F3_t270,F3_t271
9099,F1_t371,CFC4_t372
9100,CP2_t174,CP2_t175
9101,CCP5_t106,CCP5_t107
9102,O1_t9,F3_t10
9103,CCP6_t264,CCP6_t265
9104,CFC6_t36,CFC8_t37
9105,FC5_t161,FC5_t162
9106,CP3_t65,PO2_t66
9107,T7_t389,T7_t390
9108,FC4_t317,FC4_t318
9109,FC4_t96,FC4_t97
9110,O2_t374,P6_t375
9111,CFC7_t200,Fz_t201
9112,T7_t12,CP5_t13
9113,F3_t208,F3_t209
9114,FC5_t22,Pz_t23
9115,P5_t243,CPz_t244
9116,C2_t194,C2_t195
9117,O2_t14,O2_t15
9118,T7_t167,T7_t168
9119,C3_t290,C4_t291
9120,CFC2_t342,CFC2_t343
9121,F3_t27,F3_t28
9122,CCP5_t152,CFC6_t153
9123,C4_t324,P1_t325
9124,PO1_t101,PO1_t102
9125,C1_t395,C1_t396
9126,F5_t131,CCP2_t132
9127,C5_t149,CFC3_t150
9128,F1_t223,F1_t224
9129,T7_t27,T7_t28
9130,C3_t279,PO2_t280
9131,F6_t396,F6_t397
9132,P4_t188,P4_t189
9133,T8_t328,T8_t329
9134,CCP6_t46,CFC6_t47
9135,CFC4_t381,CFC4_t382
9136,CP1_t150,C1_t151
9137,P2_t35,PO2_t36
9138,O2_t377,O2_t378
9139,FC4_t149,F5_t150
9140,F4_t154,F4_t155
9141,AF4_t386,FC2_t387
9142,CFC6_t3,CFC6_t4
9143,CCP8_t142,CCP8_t143
9144,AF3_t127,FC3_t128
9145,Fz_t183,C6_t184
9146,Fz_t303,F5_t304
9147,Fz_t153,Fz_t154
9148,C2_t91,C2_t92
9149,AF3_t127,AF3_t128
9150,C5_t139,C5_t140
9151,P4_t235,AF3_t236
9152,C6_t238,FCz_t239
9153,FC5_t180,CP1_t181
9154,CCP4_t297,O2_t298
9155,CCP1_t232,P5_t233
9156,CP4_t354,CP2_t355
9157,C4_t50,C4_t51
9158,CP3_t19,CP3_t20
9159,F5_t151,O1_t152
9160,CCP4_t79,CCP4_t80
9161,T7_t132,T7_t133
9162,CCP1_t185,CFC5_t186
9163,O2_t32,O2_t33
9164,P6_t340,Cz_t341
9165,CCP1_t166,CCP1_t167
9166,C5_t359,CCP6_t360
9167,P2_t296,C6_t297
9168,AF4_t23,AF3_t24
9169,Fz_t119,FC3_t120
9170,FC4_t51,FC4_t52
9171,F2_t127,F2_t128
9172,P1_t356,P1_t357
9173,FC4_t144,FC4_t145
9174,FC2_t58,C1_t59
9175,C3_t126,C3_t127
9176,CFC6_t108,CCP4_t109
9177,CP4_t186,FC2_t187
9178,FC2_t262,FC2_t263
9179,FC6_t275,PO2_t276
9180,F6_t179,F6_t180
9181,P5_t52,PO1_t53
9182,PO2_t196,PO2_t197
9183,F2_t125,F2_t126
9184,CCP6_t78,C4_t79
9185,FC3_t367,C3_t368
9186,CFC5_t221,CFC5_t222
9187,P6_t199,P6_t200
9188,F2_t291,F1_t292
9189,P6_t79,CCP7_t80
9190,Cz_t38,C4_t39
9191,CCP1_t171,CCP4_t172
9192,F6_t288,CCP3_t289
9193,CP4_t321,C1_t322
9194,CCP6_t397,CCP6_t398
9195,FC1_t101,F4_t102
9196,T8_t0,FC3_t1
9197,C1_t308,C1_t309
9198,C5_t267,F6_t268
9199,Pz_t308,CCP5_t309
9200,C3_t279,C3_t280
9201,P6_t15,F3_t16
9202,FC5_t193,FC5_t194
9203,CP1_t78,CP1_t79
9204,F5_t112,F5_t113
9205,CCP6_t248,F5_t249
9206,CFC6_t207,CFC6_t208
9207,CCP7_t287,CCP7_t288
9208,CFC2_t235,CCP4_t236
9209,FC2_t321,FC2_t322
9210,C6_t167,PO1_t168
9211,CPz_t377,CPz_t378
9212,P4_t29,AF4_t30
9213,CP2_t74,CP2_t75
9214,FC5_t186,FC5_t187
9215,CFC3_t47,CCP3_t48
9216,C4_t53,C4_t54
9217,F4_t81,FCz_t82
9218,Cz_t210,C3_t211
9219,CCP8_t302,CFC3_t303
9220,Fz_t337,FCz_t338
9221,Fz_t241,P4_t242
9222,CP5_t351,CP5_t352
9223,FC1_t116,CFC4_t117
9224,F1_t199,F1_t200
9225,P2_t174,P2_t175
9226,F4_t162,F4_t163
9227,FC2_t130,FC2_t131
9228,P3_t213,CP1_t214
9229,P1_t18,CCP1_t19
9230,P2_t284,P2_t285
9231,FC3_t70,FC3_t71
9232,F3_t171,F3_t172
9233,CFC8_t62,CCP7_t63
9234,CFC1_t2,P4_t3
9235,CP1_t231,CP1_t232
9236,AF3_t45,CCP1_t46
9237,C6_t283,P1_t284
9238,FC4_t67,FC5_t68
9239,F4_t170,CCP3_t171
9240,CFC7_t57,C5_t58
9241,CP2_t319,T7_t320
9242,FC5_t324,CFC5_t325
9243,CFC6_t101,CFC5_t102
9244,CCP3_t372,CCP3_t373
9245,CCP4_t106,O1_t107
9246,FC1_t2,CCP5_t3
9247,F3_t80,F4_t81
9248,O1_t59,PO2_t60
9249,CP4_t315,AF3_t316
9250,CCP7_t39,CCP7_t40
9251,CCP7_t315,CCP3_t316
9252,CFC4_t148,CCP5_t149
9253,CFC7_t341,CP3_t342
9254,CCP2_t104,CP1_t105
9255,C5_t245,CP4_t246
9256,CFC1_t1,CFC1_t2
9257,CCP7_t158,CCP7_t159
9258,CFC7_t118,FC3_t119
9259,P1_t145,CCP3_t146
9260,T8_t233,CFC8_t234
9261,CCP4_t40,T8_t41
9262,F2_t313,CFC3_t314
9263,CP4_t235,CP4_t236
9264,Fz_t120,CCP2_t121
9265,CCP8_t305,P6_t306
9266,AF3_t147,CP2_t148
9267,CFC4_t192,CFC4_t193
9268,C1_t299,P4_t300
9269,CCP8_t197,CCP8_t198
9270,CCP4_t272,CCP4_t273
9271,P2_t54,P2_t55
9272,CCP7_t32,CCP7_t33
9273,F3_t274,C3_t275
9274,CFC7_t101,F3_t102
9275,F3_t183,FC6_t184
9276,C3_t192,C3_t193
9277,CCP3_t109,CCP3_t110
9278,P6_t364,Fz_t365
9279,P5_t133,C3_t134
9280,CP3_t331,CP3_t332
9281,P6_t27,P6_t28
9282,FC3_t388,CCP8_t389
9283,P2_t265,CP2_t266
9284,FC3_t376,AF3_t377
9285,CPz_t166,C6_t167
9286,C5_t31,CCP3_t32
9287,Cz_t227,Cz_t228
9288,AF4_t275,FC1_t276
9289,P4_t212,P4_t213
9290,FC3_t280,FC3_t281
9291,Cz_t222,FCz_t223
9292,CCP5_t61,CCP5_t62
9293,F3_t307,F3_t308
9294,CP2_t294,Cz_t295
9295,F2_t41,F2_t42
9296,P3_t135,P3_t136
9297,CFC2_t100,PO2_t101
9298,CCP7_t197,Pz_t198
9299,CPz_t211,C4_t212
9300,Cz_t223,Cz_t224
9301,CP5_t380,CP5_t381
9302,F3_t183,F6_t184
9303,Cz_t223,FC1_t224
9304,T7_t19,CFC5_t20
9305,CCP7_t62,FC2_t63
9306,P6_t182,P6_t183
9307,F5_t365,CCP7_t366
9308,P1_t301,P1_t302
9309,CPz_t233,F5_t234
9310,AF3_t49,AF3_t50
9311,C2_t26,C2_t27
9312,P3_t90,P3_t91
9313,P2_t398,CFC6_t399
9314,CP4_t318,PO1_t319
9315,FC5_t268,AF4_t269
9316,P6_t206,P6_t207
9317,CCP5_t297,CCP5_t298
9318,CCP4_t180,CFC4_t181
9319,F1_t37,CFC7_t38
9320,CFC2_t115,CFC2_t116
9321,FC4_t183,FC4_t184
9322,O2_t34,CFC3_t35
9323,AF4_t175,F2_t176
9324,C4_t377,P3_t378
9325,CP5_t96,CP5_t97
9326,F1_t367,CFC4_t368
9327,PO2_t348,Cz_t349
9328,CCP6_t259,CCP6_t260
9329,P4_t316,P4_t317
9330,Cz_t285,Cz_t286
9331,CPz_t352,CPz_t353
9332,O2_t103,O2_t104
9333,CCP6_t212,CCP6_t213
9334,T8_t253,O1_t254
9335,CP4_t138,CP4_t139
9336,CCP6_t325,Pz_t326
9337,CFC5_t39,CFC5_t40
9338,P1_t156,P1_t157
9339,CCP3_t54,CCP3_t55
9340,AF4_t213,AF4_t214
9341,C5_t254,CP2_t255
9342,CFC3_t166,Cz_t167
9343,F1_t14,CCP3_t15
9344,F5_t71,CFC7_t72
9345,CCP1_t385,CCP1_t386
9346,F3_t188,CFC7_t189
9347,CFC4_t116,CFC4_t117
9348,CFC7_t120,FC3_t121
9349,CFC1_t278,CFC1_t279
9350,CP2_t194,CP2_t195
9351,FCz_t8,T8_t9
9352,P6_t346,CP6_t347
9353,CFC7_t396,CP5_t397
9354,O1_t176,CCP1_t177
9355,CPz_t93,CPz_t94
9356,CFC8_t351,FC4_t352
9357,C3_t391,F6_t392
9358,CFC3_t9,P3_t10
9359,F6_t30,F6_t31
9360,C1_t176,C1_t177
9361,P5_t162,CCP7_t163
9362,CCP5_t398,CCP5_t399
9363,CCP2_t244,P5_t245
9364,CP1_t150,CCP1_t151
9365,CP2_t359,P2_t360
9366,C2_t326,F1_t327
9367,C1_t130,C1_t131
9368,T7_t96,C5_t97
9369,CCP3_t139,T7_t140
9370,CCP5_t89,CCP5_t90
9371,Fz_t205,Fz_t206
9372,FCz_t237,FCz_t238
9373,CP1_t267,T8_t268
9374,PO2_t259,PO2_t260
9375,F2_t210,CFC1_t211
9376,O1_t70,O2_t71
9377,F3_t130,FC4_t131
9378,CCP7_t169,CCP7_t170
9379,Pz_t155,F1_t156
9380,CP2_t80,CP2_t81
9381,CFC1_t204,CCP3_t205
9382,CP6_t90,CFC5_t91
9383,F1_t194,CPz_t195
9384,CFC6_t14,CFC6_t15
9385,Fz_t19,Fz_t20
9386,F5_t190,FC3_t191
9387,T7_t89,P3_t90
9388,CP4_t372,CP4_t373
9389,C3_t305,O1_t306
9390,CFC7_t354,C5_t355
9391,F3_t184,CCP2_t185
9392,Pz_t147,FC4_t148
9393,CP1_t93,CP1_t94
9394,CFC7_t155,CFC7_t156
9395,P2_t158,P2_t159
9396,CFC5_t346,CCP1_t347
9397,CFC6_t108,CFC6_t109
9398,AF3_t114,Cz_t115
9399,PO2_t206,PO2_t207
9400,CFC2_t242,AF4_t243
9401,C3_t270,C3_t271
9402,F2_t371,PO1_t372
9403,CP3_t57,CP3_t58
9404,CP2_t68,F5_t69
9405,P4_t113,C1_t114
9406,P5_t318,P5_t319
9407,CFC1_t278,CCP2_t279
9408,F3_t279,F3_t280
9409,Pz_t229,Pz_t230
9410,Pz_t286,Pz_t287
9411,FC3_t329,FC3_t330
9412,C3_t245,C3_t246
9413,CFC8_t104,CFC8_t105
9414,Fz_t151,Fz_t152
9415,F4_t384,F4_t385
9416,C5_t266,C5_t267
9417,CCP3_t139,CCP3_t140
9418,F1_t154,CCP6_t155
9419,FC4_t135,F6_t136
9420,FC4_t66,FC4_t67
9421,CCP3_t149,CCP3_t150
9422,CFC4_t106,CFC4_t107
9423,C3_t346,CP5_t347
9424,CFC6_t75,CFC6_t76
9425,Pz_t107,Pz_t108
9426,CP6_t213,CP6_t214
9427,P5_t114,P5_t115
9428,CCP7_t28,FC2_t29
9429,T7_t268,P3_t269
9430,CFC7_t365,CCP5_t366
9431,FC5_t36,FC5_t37
9432,CCP5_t145,CCP4_t146
9433,CFC3_t169,CFC3_t170
9434,P2_t139,P2_t140
9435,Cz_t109,CFC8_t110
9436,C4_t247,C4_t248
9437,F6_t166,F6_t167
9438,P5_t332,CCP6_t333
9439,CP2_t292,CCP4_t293
9440,O2_t384,O2_t385
9441,CCP5_t202,CCP5_t203
9442,C4_t85,C4_t86
9443,CFC4_t391,CP3_t392
9444,FC1_t287,FC1_t288
9445,CP2_t101,CCP2_t102
9446,CP1_t257,CP1_t258
9447,CP6_t159,CP6_t160
9448,O2_t387,C4_t388
9449,T8_t296,CFC3_t297
9450,C2_t250,F5_t251
9451,CCP3_t241,CCP4_t242
9452,AF3_t36,CCP5_t37
9453,T8_t206,P5_t207
9454,CFC1_t327,CFC1_t328
9455,P2_t270,C3_t271
9456,F6_t260,F6_t261
9457,CCP2_t269,PO1_t270
9458,C6_t291,C6_t292
9459,O1_t7,O1_t8
9460,P5_t144,PO1_t145
9461,CCP5_t85,F4_t86
9462,P1_t393,Pz_t394
9463,P5_t144,CP3_t145
9464,Pz_t276,CP4_t277
9465,PO1_t2,F5_t3
9466,C5_t21,C5_t22
9467,P6_t375,PO2_t376
9468,C1_t218,C1_t219
9469,P2_t142,T8_t143
9470,CCP6_t17,C1_t18
9471,CFC5_t156,P5_t157
9472,C1_t281,Cz_t282
9473,CP1_t27,CP1_t28
9474,F4_t301,F4_t302
9475,C6_t7,C6_t8
9476,P2_t206,CCP6_t207
9477,O2_t318,O2_t319
9478,CFC6_t271,CFC6_t272
9479,PO2_t322,CP6_t323
9480,F4_t42,F4_t43
9481,CP3_t247,AF3_t248
9482,FC4_t126,FC4_t127
9483,CCP3_t109,FC2_t110
9484,FC3_t25,FC3_t26
9485,CP2_t306,F3_t307
9486,CCP8_t16,CCP8_t17
9487,CP5_t125,F1_t126
9488,CP1_t198,CP1_t199
9489,O1_t171,F1_t172
9490,FC5_t143,CFC5_t144
9491,CFC8_t262,F5_t263
9492,P4_t17,CCP4_t18
9493,P1_t104,P1_t105
9494,CFC1_t102,CFC1_t103
9495,F1_t66,F1_t67
9496,C2_t211,C3_t212
9497,CCP6_t37,CCP6_t38
9498,C3_t171,C3_t172
9499,C4_t140,PO2_t141
9500,C4_t246,C4_t247
9501,F2_t158,F2_t159
9502,C6_t188,C6_t189
9503,AF3_t96,O2_t97
9504,CFC5_t114,CFC3_t115
9505,PO2_t195,PO2_t196
9506,C1_t50,C1_t51
9507,CP2_t158,CP2_t159
9508,O1_t13,T8_t14
9509,F5_t139,C6_t140
9510,PO2_t32,PO2_t33
9511,CP2_t228,C3_t229
9512,CP3_t338,CP3_t339
9513,PO2_t350,PO2_t351
9514,CCP6_t169,CCP6_t170
9515,CPz_t19,CPz_t20
9516,F1_t114,F1_t115
9517,CFC4_t391,P5_t392
9518,F2_t220,F2_t221
9519,F3_t349,F3_t350
9520,CFC4_t22,F1_t23
9521,P2_t207,T8_t208
9522,T7_t367,CP3_t368
9523,CFC8_t201,CFC8_t202
9524,CFC2_t365,P1_t366
9525,CP3_t329,CFC5_t330
9526,CFC7_t285,CCP7_t286
9527,CFC2_t345,CFC2_t346
9528,CCP1_t373,CCP1_t374
9529,C4_t34,C4_t35
